,prompt,label,word_count
23441,I'm feeling nostalgic. Got any rock tracks that remind you of dreamy times?,1,13
23442,Can you suggest some electronic tunes to set the soulful mood for a stormy morning?,1,15
23443,I'm feeling dreamy today. Got any metal tracks that would fit the mood while I'm working?,1,16
23444,I'm feeling nostalgic. Got any R&B tracks that remind you of soothing times?,1,13
23445,I'm in the mood for something inspiring—what indie tracks should I add to my playlist?,1,15
23446,Can you recommend some acoustic songs that would go perfectly with a dreamy studying?,1,14
23447,I'm in the mood for something soothing—what hip-hop tracks should I add to my playlist?,1,15
23448,I'm having a smooth day. Got any soul songs that fit this vibe for when I’m doing yoga?,1,18
23449,I'm in the mood for something nostalgic—what metal tracks should I add to my playlist?,1,15
23450,Suggest some gloomy songs,1,4
23451,Any good classical tracks to get me in the mood for vacationing during a foggy late night?,1,17
23452,I'm feeling nostalgic. Got any acoustic tracks that remind you of peaceful times?,1,13
23453,Can you give me some reggae recommendations that are great for a upbeat night?,1,14
23454,I'm in the mood for something peaceful. Got any country tracks that fit the vibe?,1,15
23455,I'm in the mood for a relaxing afternoon. Any blues songs for chilling while painting?,1,15
23456,I need something to match my exciting mood. Any rock music to help with reading?,1,15
23457,"Hey, I'm sipping coffee and feeling happy. Can you recommend some country songs for this mood?",1,16
23458,I need something to match my melodic mood. Any ambient music to help with studying?,1,15
23459,I'm trying to unwind with something exciting. Any reggae tracks that can help set the tone?,1,16
23460,"Hey, I'm relaxing and feeling epic. Can you recommend some country songs for this mood?",1,15
23461,Got any electronic tracks for a introspective evening? I’m just relaxing and want some good tunes.,1,16
23462,It's a clear skies night and I'm meditating. Got any indie songs to go with it?,1,16
23463,I'm in the mood for some ambient. Can you recommend a few tracks to match a smooth vibe?,1,18
23464,Any good blues tracks to get me in the mood for doing yoga during a snowy night?,1,17
23465,I'm feeling a bit adventurous. Can you recommend some pop music to match the mood?,1,15
23466,I'm thinking of relaxing with some country. Got any mellow tracks for a chill afternoon?,1,15
23467,"Hey, what’s your go-to rock song for a motivational painting? I’m looking for suggestions!",1,14
23468,I'm feeling a bit adventurous. Can you recommend some ambient music to match the mood?,1,15
23469,Can you give me some soul recommendations that are great for a nostalgic evening?,1,14
23470,Got any acoustic songs that make you think of happy vibes? I’m in the mood for something like that!,1,19
23471,What's a good playlist for a reflective cleaning? Maybe some electronic music would work?,1,14
23472,I'm trying to unwind with something exciting. Any classical tracks that can help set the tone?,1,16
23473,I need something to match my reflective mood. Any blues music to help with vacationing?,1,15
23474,What's a good playlist for a upbeat traveling? Maybe some blues music would work?,1,14
23475,I'm partying and looking for something melodic. Can you recommend some hip-hop music?,1,13
23476,Got any classical songs that make you think of introspective vibes? I’m in the mood for something like that!,1,19
23477,Got any reggae songs that make you think of smooth vibes? I’m in the mood for something like that!,1,19
23478,I’m trying to get into a adventurous mood while sipping coffee. Any reggae songs that’ll help?,1,16
23479,plsase play some soothing songs,1,5
23480,It's a stormy afternoon and I'm partying. Got any ambient songs to go with it?,1,15
23481,Any good country tracks to get me in the mood for driving during a cloudy late night?,1,17
23482,I'm looking for some classical music that's perfect for a dark late night. Any ideas?,1,15
23483,I'm feeling energetic today. Got any blues tracks that would fit the mood while I'm partying?,1,16
23484,"Hey, I'm relaxing and feeling motivational. Can you recommend some blues songs for this mood?",1,15
23485,I'm in the mood for a relaxing afternoon. Any metal songs for chilling while partying?,1,15
23486,I'm having a smooth day. Got any rock songs that fit this vibe for when I’m partying?,1,17
23487,Any good classical tracks to get me in the mood for biking during a foggy evening?,1,16
23488,Got any indie songs that make you think of chill vibes? I’m in the mood for something like that!,1,19
23489,Looking for something epic! Got any acoustic tracks to inspire me while I’m walking?,1,14
23490,Any electronic songs that match a motivational vibe? I need something to play while I'm writing.,1,16
23491,I'm in the mood for something soulful. Got any jazz tracks that fit the vibe?,1,15
23492,Looking for some alternative tunes to vibe with while I’m partying. Any suggestions?,1,13
23493,Any good pop songs that’ll get me hyped up for cleaning? I need something energizing!,1,15
23494,Got any electronic songs that make you think of reflective vibes? I’m in the mood for something like that!,1,19
23495,Any metal songs that match a soulful vibe? I need something to play while I'm exercising.,1,16
23496,I'm in the mood for something inspiring. Got any pop tracks that fit the vibe?,1,15
23497,Suggest some epic songs,1,4
23498,Looking for something epic! Got any metal tracks to inspire me while I’m reading?,1,14
23499,I'm thinking of relaxing with some electronic. Got any mellow tracks for a exciting afternoon?,1,15
23500,What's a good playlist for a chill cleaning? Maybe some classical music would work?,1,14
23501,Any good soul songs that’ll get me hyped up for cleaning? I need something energizing!,1,15
23502,I'm in the mood for some ambient. Can you recommend a few tracks to match a dark vibe?,1,18
23503,Suggest some gloomy songs,1,4
23504,I'm in the mood for a relaxing afternoon. Any alternative songs for chilling while doing yoga?,1,16
23505,Suggest some inspiring songs,1,4
23506,I'm trying to unwind with something inspiring. Any R&B tracks that can help set the tone?,1,16
23507,I'm in the mood for some acoustic. Can you recommend a few tracks to match a exciting vibe?,1,18
23508,I'm looking for some R&B music that's perfect for a dark evening. Any ideas?,1,14
23509,I'm feeling nostalgic. Got any hip-hop tracks that remind you of motivational times?,1,13
23510,I’m trying to get into a motivational mood while relaxing. Any pop songs that’ll help?,1,15
23511,Can you suggest some reggae tracks for a introspective road trip? I'm hitting the road in a bit!,1,18
23512,I'm trying to unwind with something soothing. Any pop tracks that can help set the tone?,1,16
23513,I'm in the mood for something upbeat—what pop tracks should I add to my playlist?,1,15
23514,I'm looking for some country music that's perfect for a chill evening. Any ideas?,1,14
23515,Got any jazz songs that make you think of motivational vibes? I’m in the mood for something like that!,1,19
23516,plsase play some reflective songs,1,5
23517,I'm in the mood for something introspective. Got any pop tracks that fit the vibe?,1,15
23518,I'm feeling smooth today. Got any reggae tracks that would fit the mood while I'm walking?,1,16
23519,Can you suggest some rock tunes to set the happy mood for a snowy late night?,1,16
23520,I'm in the mood for a relaxing afternoon. Any rock songs for chilling while hosting a dinner?,1,17
23521,I'm in the mood for some country. Can you recommend a few tracks to match a reflective vibe?,1,18
23522,I'm having a upbeat day. Got any ambient songs that fit this vibe for when I’m working?,1,17
23523,I'm thinking of relaxing with some soul. Got any mellow tracks for a energetic afternoon?,1,15
23524,I'm thinking of relaxing with some hip-hop. Got any mellow tracks for a peaceful afternoon?,1,15
23525,Looking for some electronic tunes to vibe with while I’m exercising. Any suggestions?,1,13
23526,Got any blues songs that make you think of peaceful vibes? I’m in the mood for something like that!,1,19
23527,"Hey, what’s your go-to country song for a upbeat studying? I’m looking for suggestions!",1,14
23528,I'm feeling nostalgic. Got any soul tracks that remind you of motivational times?,1,13
23529,plsase play some epic songs,1,5
23530,I'm trying to unwind with something soulful. Any metal tracks that can help set the tone?,1,16
23531,Any good metal songs that’ll get me hyped up for studying? I need something energizing!,1,15
23532,Can you give me some hip-hop recommendations that are great for a soulful late night?,1,15
23533,Can you give me some jazz recommendations that are great for a reflective morning?,1,14
23534,I'm feeling a bit adventurous. Can you recommend some reggae music to match the mood?,1,15
23535,Any good metal songs that’ll get me hyped up for meditating? I need something energizing!,1,15
23536,I'm having a inspiring day. Got any alternative songs that fit this vibe for when I’m biking?,1,17
23537,Any good metal songs that’ll get me hyped up for studying? I need something energizing!,1,15
23538,I'm in the mood for something happy. Got any ambient tracks that fit the vibe?,1,15
23539,"Hey, I'm driving and feeling introspective. Can you recommend some alternative songs for this mood?",1,15
23540,It's a windy afternoon and I'm cleaning. Got any ambient songs to go with it?,1,15
23541,I'm having a adventurous day. Got any soul songs that fit this vibe for when I’m cooking?,1,17
23542,I'm in the mood for something inspiring—what acoustic tracks should I add to my playlist?,1,15
23543,"Hey, I’m relaxing right now and feeling exciting. Any blues songs that fit that mood?",1,15
23544,I’m trying to get into a soothing mood while studying. Any ambient songs that’ll help?,1,15
23545,"Hey, I’m exercising right now and feeling exciting. Any electronic songs that fit that mood?",1,15
23546,I'm feeling smooth today. Got any R&B tracks that would fit the mood while I'm writing?,1,16
23547,I'm feeling nostalgic. Got any soul tracks that remind you of melodic times?,1,13
23548,Suggest some peaceful songs,1,4
23549,"Hey, I’m meditating right now and feeling dark. Any R&B songs that fit that mood?",1,15
23550,Got any country tracks for a motivational evening? I’m just working and want some good tunes.,1,16
23551,Suggest some adventurous songs,1,4
23552,Can you give me some rock recommendations that are great for a nostalgic early morning?,1,15
23553,What's a good playlist for a happy doing yoga? Maybe some reggae music would work?,1,15
23554,Any good metal songs that’ll get me hyped up for working? I need something energizing!,1,15
23555,Any good blues tracks to get me in the mood for cooking during a clear skies midday?,1,17
23556,It's a clear skies morning and I'm dancing. Got any ambient songs to go with it?,1,16
23557,I'm having a melodic day. Got any soul songs that fit this vibe for when I’m biking?,1,17
23558,Any jazz songs that match a peaceful vibe? I need something to play while I'm meditating.,1,16
23559,I'm in the mood for some R&B. Can you recommend a few tracks to match a adventurous vibe?,1,18
23560,Suggest some epic songs,1,4
23561,"Hey, I’m sipping coffee right now and feeling reflective. Any jazz songs that fit that mood?",1,16
23562,I'm in the mood for something reflective. Got any electronic tracks that fit the vibe?,1,15
23563,plsase play some inspiring songs,1,5
23564,I'm trying to unwind with something epic. Any rock tracks that can help set the tone?,1,16
23565,plsase play some soothing songs,1,5
23566,I need a playlist for a inspiring meditating. Got any blues music to fit that mood?,1,16
23567,I'm in the mood for some jazz. Can you recommend a few tracks to match a romantic vibe?,1,18
23568,I'm looking for some country music that's perfect for a nostalgic night. Any ideas?,1,14
23569,Any good rock tracks to get me in the mood for vacationing during a snowy early morning?,1,17
23570,I'm feeling motivational today. Got any jazz tracks that would fit the mood while I'm walking?,1,16
23571,"Hey, I'm hosting a dinner and feeling soulful. Can you recommend some country songs for this mood?",1,17
23572,"Hey, I’m meditating right now and feeling peaceful. Any rock songs that fit that mood?",1,15
23573,I'm feeling nostalgic. Got any alternative tracks that remind you of motivational times?,1,13
23574,I'm in the mood for some pop. Can you recommend a few tracks to match a reflective vibe?,1,18
23575,I'm thinking of relaxing with some jazz. Got any mellow tracks for a soulful afternoon?,1,15
23576,Any electronic songs that match a introspective vibe? I need something to play while I'm biking.,1,16
23577,Any good ambient tracks to get me in the mood for dancing during a clear skies morning?,1,17
23578,I'm having a melodic day. Got any hip-hop songs that fit this vibe for when I’m dancing?,1,17
23579,"Hey, I’m working right now and feeling nostalgic. Any metal songs that fit that mood?",1,15
23580,I'm having a inspiring day. Got any R&B songs that fit this vibe for when I’m relaxing?,1,17
23581,I need a playlist for a smooth relaxing. Got any electronic music to fit that mood?,1,16
23582,Looking for something epic! Got any hip-hop tracks to inspire me while I’m doing yoga?,1,15
23583,I’m trying to get into a gloomy mood while working. Any R&B songs that’ll help?,1,15
23584,I'm in the mood for some rock. Can you recommend a few tracks to match a dreamy vibe?,1,18
23585,Can you give me some acoustic recommendations that are great for a reflective night?,1,14
23586,Can you suggest some indie tunes to set the soothing mood for a cloudy early morning?,1,16
23587,Looking for something epic! Got any classical tracks to inspire me while I’m traveling?,1,14
23588,I'm in the mood for a relaxing afternoon. Any country songs for chilling while reading?,1,15
23589,I’m trying to get into a chill mood while painting. Any ambient songs that’ll help?,1,15
23590,I’m trying to get into a chill mood while painting. Any alternative songs that’ll help?,1,15
23591,Looking for some jazz tunes to vibe with while I’m painting. Any suggestions?,1,13
23592,"Hey, I'm dancing and feeling peaceful. Can you recommend some classical songs for this mood?",1,15
23593,I'm looking for some ambient music that's perfect for a peaceful afternoon. Any ideas?,1,14
23594,I need a playlist for a reflective sipping coffee. Got any electronic music to fit that mood?,1,17
23595,What's a good playlist for a gloomy sipping coffee? Maybe some classical music would work?,1,15
23596,I'm feeling a bit adventurous. Can you recommend some blues music to match the mood?,1,15
23597,plsase play some adventurous songs,1,5
23598,Looking for some rock tunes to vibe with while I’m working. Any suggestions?,1,13
23599,I'm in the mood for something energetic—what blues tracks should I add to my playlist?,1,15
23600,It's a windy late night and I'm painting. Got any acoustic songs to go with it?,1,16
23601,"Hey, what’s your go-to rock song for a adventurous hosting a dinner? I’m looking for suggestions!",1,16
23602,"Hey, I’m dancing right now and feeling epic. Any blues songs that fit that mood?",1,15
23603,I'm in the mood for some country. Can you recommend a few tracks to match a introspective vibe?,1,18
23604,Looking for some electronic tunes to vibe with while I’m biking. Any suggestions?,1,13
23605,Looking for something epic! Got any metal tracks to inspire me while I’m driving?,1,14
23606,I'm partying and looking for something epic. Can you recommend some R&B music?,1,13
23607,I'm feeling a bit adventurous. Can you recommend some indie music to match the mood?,1,15
23608,Can you give me some metal recommendations that are great for a dreamy evening?,1,14
23609,I'm thinking of relaxing with some indie. Got any mellow tracks for a motivational afternoon?,1,15
23610,I'm feeling inspiring today. Got any electronic tracks that would fit the mood while I'm dancing?,1,16
23611,I'm feeling a bit adventurous. Can you recommend some R&B music to match the mood?,1,15
23612,I'm looking for some indie music that's perfect for a soothing morning. Any ideas?,1,14
23613,I'm looking for some R&B music that's perfect for a inspiring night. Any ideas?,1,14
23614,"Hey, what’s your go-to country song for a chill hosting a dinner? I’m looking for suggestions!",1,16
23615,Any rock songs that match a introspective vibe? I need something to play while I'm exercising.,1,16
23616,I'm in the mood for a relaxing afternoon. Any reggae songs for chilling while hosting a dinner?,1,17
23617,"Hey, what’s your go-to ambient song for a upbeat working? I’m looking for suggestions!",1,14
23618,I need something to match my melodic mood. Any classical music to help with partying?,1,15
23619,"Hey, I'm writing and feeling exciting. Can you recommend some indie songs for this mood?",1,15
23620,I'm in the mood for a relaxing afternoon. Any rock songs for chilling while traveling?,1,15
23621,I'm feeling reflective today. Got any acoustic tracks that would fit the mood while I'm hosting a dinner?,1,18
23622,I'm in the mood for a relaxing afternoon. Any metal songs for chilling while cooking?,1,15
23623,I'm feeling reflective today. Got any indie tracks that would fit the mood while I'm doing yoga?,1,17
23624,I'm feeling nostalgic. Got any reggae tracks that remind you of romantic times?,1,13
23625,plsase play some chill songs,1,5
23626,I'm feeling nostalgic. Got any metal tracks that remind you of motivational times?,1,13
23627,"Hey, I'm relaxing and feeling energetic. Can you recommend some R&B songs for this mood?",1,15
23628,Can you suggest some metal tunes to set the soothing mood for a cloudy evening?,1,15
23629,"Hey, what’s your go-to ambient song for a motivational meditating? I’m looking for suggestions!",1,14
23630,I'm in the mood for a relaxing afternoon. Any reggae songs for chilling while working?,1,15
23631,"Hey, I’m doing yoga right now and feeling adventurous. Any R&B songs that fit that mood?",1,16
23632,Any good rock songs that’ll get me hyped up for painting? I need something energizing!,1,15
23633,Suggest some romantic songs,1,4
23634,I'm trying to unwind with something gloomy. Any R&B tracks that can help set the tone?,1,16
23635,Suggest some energetic songs,1,4
23636,Can you give me some indie recommendations that are great for a fun morning?,1,14
23637,I'm in the mood for something nostalgic—what reggae tracks should I add to my playlist?,1,15
23638,Got any alternative tracks for a energetic evening? I’m just writing and want some good tunes.,1,16
23639,I'm feeling nostalgic. Got any pop tracks that remind you of exciting times?,1,13
23640,Can you suggest some electronic tracks for a melodic road trip? I'm hitting the road in a bit!,1,18
23641,I'm looking for some metal music that's perfect for a upbeat morning. Any ideas?,1,14
23642,I need a playlist for a dreamy driving. Got any reggae music to fit that mood?,1,16
23643,I'm feeling nostalgic. Got any reggae tracks that remind you of smooth times?,1,13
23644,Any good alternative songs that’ll get me hyped up for cooking? I need something energizing!,1,15
23645,I need something to match my fun mood. Any acoustic music to help with cleaning?,1,15
23646,I'm in the mood for something introspective—what indie tracks should I add to my playlist?,1,15
23647,I need a playlist for a introspective cleaning. Got any rock music to fit that mood?,1,16
23648,I'm in the mood for something gloomy—what classical tracks should I add to my playlist?,1,15
23649,I'm in the mood for some acoustic. Can you recommend a few tracks to match a soulful vibe?,1,18
23650,Any good jazz tracks to get me in the mood for cooking during a windy afternoon?,1,16
23651,I'm thinking of relaxing with some acoustic. Got any mellow tracks for a energetic afternoon?,1,15
23652,I'm in the mood for something motivational. Got any pop tracks that fit the vibe?,1,15
23653,I'm looking for some pop music that's perfect for a chill afternoon. Any ideas?,1,14
23654,I'm trying to unwind with something nostalgic. Any acoustic tracks that can help set the tone?,1,16
23655,I'm feeling nostalgic. Got any indie tracks that remind you of gloomy times?,1,13
23656,I'm in the mood for something reflective. Got any R&B tracks that fit the vibe?,1,15
23657,What's a good playlist for a dark walking? Maybe some metal music would work?,1,14
23658,I'm in the mood for some pop. Can you recommend a few tracks to match a energetic vibe?,1,18
23659,Looking for some soul tunes to vibe with while I’m painting. Any suggestions?,1,13
23660,"Hey, what’s your go-to ambient song for a upbeat dancing? I’m looking for suggestions!",1,14
23661,Got any acoustic songs that make you think of peaceful vibes? I’m in the mood for something like that!,1,19
23662,I'm trying to unwind with something gloomy. Any reggae tracks that can help set the tone?,1,16
23663,Suggest some introspective songs,1,4
23664,Can you suggest some reggae tunes to set the dreamy mood for a clear skies evening?,1,16
23665,"Hey, what’s your go-to classical song for a epic reading? I’m looking for suggestions!",1,14
23666,Suggest some nostalgic songs,1,4
23667,I need something to match my romantic mood. Any metal music to help with doing yoga?,1,16
23668,I'm in the mood for something adventurous. Got any alternative tracks that fit the vibe?,1,15
23669,I'm feeling nostalgic. Got any blues tracks that remind you of epic times?,1,13
23670,Looking for some indie tunes to vibe with while I’m walking. Any suggestions?,1,13
23671,Looking for some hip-hop tunes to vibe with while I’m studying. Any suggestions?,1,13
23672,I'm feeling nostalgic. Got any pop tracks that remind you of exciting times?,1,13
23673,Any good acoustic songs that’ll get me hyped up for driving? I need something energizing!,1,15
23674,I’m trying to get into a happy mood while cooking. Any hip-hop songs that’ll help?,1,15
23675,I'm having a introspective day. Got any alternative songs that fit this vibe for when I’m driving?,1,17
23676,It's a snowy morning and I'm doing yoga. Got any indie songs to go with it?,1,16
23677,Looking for something epic! Got any pop tracks to inspire me while I’m relaxing?,1,14
23678,Got any pop tracks for a nostalgic evening? I’m just writing and want some good tunes.,1,16
23679,I'm feeling nostalgic. Got any acoustic tracks that remind you of happy times?,1,13
23680,Any good country songs that’ll get me hyped up for relaxing? I need something energizing!,1,15
23681,Any jazz songs that match a dark vibe? I need something to play while I'm driving.,1,16
23682,What's a good playlist for a peaceful vacationing? Maybe some pop music would work?,1,14
23683,Can you suggest some rock tunes to set the reflective mood for a clear skies evening?,1,16
23684,Got any classical songs that make you think of motivational vibes? I’m in the mood for something like that!,1,19
23685,"Hey, what’s your go-to electronic song for a romantic relaxing? I’m looking for suggestions!",1,14
23686,Looking for some rock tunes to vibe with while I’m doing yoga. Any suggestions?,1,14
23687,"Hey, what’s your go-to acoustic song for a gloomy walking? I’m looking for suggestions!",1,14
23688,I'm in the mood for something exciting—what blues tracks should I add to my playlist?,1,15
23689,Looking for something epic! Got any R&B tracks to inspire me while I’m walking?,1,14
23690,I'm in the mood for some metal. Can you recommend a few tracks to match a nostalgic vibe?,1,18
23691,Got any soul songs that make you think of romantic vibes? I’m in the mood for something like that!,1,19
23692,Looking for some acoustic tunes to vibe with while I’m meditating. Any suggestions?,1,13
23693,Any good electronic tracks to get me in the mood for traveling during a foggy late night?,1,17
23694,I'm feeling soothing today. Got any R&B tracks that would fit the mood while I'm partying?,1,16
23695,Any good pop tracks to get me in the mood for studying during a sunny evening?,1,16
23696,Got any acoustic songs that make you think of upbeat vibes? I’m in the mood for something like that!,1,19
23697,I'm having a energetic day. Got any indie songs that fit this vibe for when I’m writing?,1,17
23698,I'm looking for some soul music that's perfect for a peaceful evening. Any ideas?,1,14
23699,I need a playlist for a fun driving. Got any country music to fit that mood?,1,16
23700,"Hey, what’s your go-to rock song for a soulful reading? I’m looking for suggestions!",1,14
23701,"Hey, what’s your go-to acoustic song for a inspiring cleaning? I’m looking for suggestions!",1,14
23702,"Hey, I’m studying right now and feeling energetic. Any R&B songs that fit that mood?",1,15
23703,I'm in the mood for a relaxing afternoon. Any country songs for chilling while cleaning?,1,15
23704,Can you suggest some country tunes to set the inspiring mood for a stormy early morning?,1,16
23705,I'm looking for some rock music that's perfect for a soulful midday. Any ideas?,1,14
23706,I need something to match my adventurous mood. Any soul music to help with cleaning?,1,15
23707,Can you give me some ambient recommendations that are great for a nostalgic night?,1,14
23708,Looking for some indie tunes to vibe with while I’m meditating. Any suggestions?,1,13
23709,Suggest some soothing songs,1,4
23710,Got any reggae songs that make you think of epic vibes? I’m in the mood for something like that!,1,19
23711,I'm in the mood for some classical. Can you recommend a few tracks to match a reflective vibe?,1,18
23712,I'm thinking of relaxing with some soul. Got any mellow tracks for a energetic afternoon?,1,15
23713,I'm feeling gloomy today. Got any metal tracks that would fit the mood while I'm exercising?,1,16
23714,"Hey, what’s your go-to hip-hop song for a epic painting? I’m looking for suggestions!",1,14
23715,I'm feeling dreamy today. Got any soul tracks that would fit the mood while I'm vacationing?,1,16
23716,plsase play some inspiring songs,1,5
23717,I'm looking for some indie music that's perfect for a melodic afternoon. Any ideas?,1,14
23718,Got any indie songs that make you think of soothing vibes? I’m in the mood for something like that!,1,19
23719,I'm traveling and looking for something gloomy. Can you recommend some metal music?,1,13
23720,What's a good playlist for a smooth meditating? Maybe some metal music would work?,1,14
23721,I need a playlist for a adventurous walking. Got any blues music to fit that mood?,1,16
23722,"Hey, I’m working right now and feeling gloomy. Any R&B songs that fit that mood?",1,15
23723,I'm looking for some rock music that's perfect for a dreamy evening. Any ideas?,1,14
23724,Any R&B songs that match a dark vibe? I need something to play while I'm writing.,1,16
23725,Looking for some ambient tunes to vibe with while I’m reading. Any suggestions?,1,13
23726,I need a playlist for a peaceful cleaning. Got any country music to fit that mood?,1,16
23727,I'm in the mood for something soothing. Got any reggae tracks that fit the vibe?,1,15
23728,I'm trying to unwind with something romantic. Any pop tracks that can help set the tone?,1,16
23729,I'm feeling motivational today. Got any pop tracks that would fit the mood while I'm partying?,1,16
23730,Any good pop tracks to get me in the mood for vacationing during a clear skies evening?,1,17
23731,I'm trying to unwind with something adventurous. Any rock tracks that can help set the tone?,1,16
23732,I need something to match my dark mood. Any classical music to help with biking?,1,15
23733,Any good reggae songs that’ll get me hyped up for writing? I need something energizing!,1,15
23734,I'm feeling a bit adventurous. Can you recommend some country music to match the mood?,1,15
23735,Can you recommend some classical songs that would go perfectly with a epic studying?,1,14
23736,I'm feeling a bit adventurous. Can you recommend some acoustic music to match the mood?,1,15
23737,What's a good playlist for a energetic hosting a dinner? Maybe some metal music would work?,1,16
23738,I'm in the mood for a relaxing afternoon. Any indie songs for chilling while painting?,1,15
23739,Can you give me some alternative recommendations that are great for a smooth afternoon?,1,14
23740,I'm having a chill day. Got any jazz songs that fit this vibe for when I’m biking?,1,17
23741,Looking for some classical tunes to vibe with while I’m doing yoga. Any suggestions?,1,14
23742,I'm feeling adventurous today. Got any indie tracks that would fit the mood while I'm painting?,1,16
23743,I'm feeling happy today. Got any pop tracks that would fit the mood while I'm partying?,1,16
23744,Can you recommend some metal songs that would go perfectly with a soulful relaxing?,1,14
23745,I'm feeling nostalgic. Got any soul tracks that remind you of chill times?,1,13
23746,I’m trying to get into a reflective mood while cooking. Any soul songs that’ll help?,1,15
23747,I'm feeling nostalgic. Got any country tracks that remind you of dreamy times?,1,13
23748,Looking for something epic! Got any country tracks to inspire me while I’m walking?,1,14
23749,Got any reggae tracks for a happy evening? I’m just relaxing and want some good tunes.,1,16
23750,I’m trying to get into a soulful mood while cleaning. Any alternative songs that’ll help?,1,15
23751,Can you suggest some pop tracks for a peaceful road trip? I'm hitting the road in a bit!,1,18
23752,Can you give me some classical recommendations that are great for a dreamy morning?,1,14
23753,I need something to match my melodic mood. Any country music to help with relaxing?,1,15
23754,I'm looking for some acoustic music that's perfect for a smooth night. Any ideas?,1,14
23755,Suggest some introspective songs,1,4
23756,plsase play some happy songs,1,5
23757,Got any metal tracks for a peaceful evening? I’m just driving and want some good tunes.,1,16
23758,Suggest some peaceful songs,1,4
23759,I'm feeling gloomy today. Got any R&B tracks that would fit the mood while I'm writing?,1,16
23760,"Hey, I’m relaxing right now and feeling introspective. Any country songs that fit that mood?",1,15
23761,I'm in the mood for some rock. Can you recommend a few tracks to match a motivational vibe?,1,18
23762,I need a playlist for a energetic vacationing. Got any rock music to fit that mood?,1,16
23763,"Hey, I'm writing and feeling adventurous. Can you recommend some ambient songs for this mood?",1,15
23764,I'm having a energetic day. Got any classical songs that fit this vibe for when I’m cleaning?,1,17
23765,Can you suggest some electronic tracks for a peaceful road trip? I'm hitting the road in a bit!,1,18
23766,It's a stormy night and I'm meditating. Got any metal songs to go with it?,1,15
23767,Looking for something epic! Got any classical tracks to inspire me while I’m meditating?,1,14
23768,I’m trying to get into a fun mood while reading. Any soul songs that’ll help?,1,15
23769,"Hey, what’s your go-to blues song for a soothing reading? I’m looking for suggestions!",1,14
23770,I'm in the mood for a relaxing afternoon. Any alternative songs for chilling while cooking?,1,15
23771,I'm feeling happy today. Got any rock tracks that would fit the mood while I'm vacationing?,1,16
23772,It's a stormy midday and I'm cooking. Got any country songs to go with it?,1,15
23773,"Hey, what’s your go-to alternative song for a motivational meditating? I’m looking for suggestions!",1,14
23774,I'm feeling a bit adventurous. Can you recommend some reggae music to match the mood?,1,15
23775,I need a playlist for a soulful cleaning. Got any alternative music to fit that mood?,1,16
23776,I'm in the mood for something nostalgic—what electronic tracks should I add to my playlist?,1,15
23777,I'm thinking of relaxing with some jazz. Got any mellow tracks for a fun afternoon?,1,15
23778,Can you suggest some rock tracks for a reflective road trip? I'm hitting the road in a bit!,1,18
23779,I'm in the mood for something energetic. Got any electronic tracks that fit the vibe?,1,15
23780,"Hey, I'm dancing and feeling introspective. Can you recommend some metal songs for this mood?",1,15
23781,I'm in the mood for something happy—what reggae tracks should I add to my playlist?,1,15
23782,I'm thinking of relaxing with some R&B. Got any mellow tracks for a dark afternoon?,1,15
23783,"Hey, I'm relaxing and feeling nostalgic. Can you recommend some pop songs for this mood?",1,15
23784,I'm in the mood for something dreamy. Got any blues tracks that fit the vibe?,1,15
23785,Looking for some soul tunes to vibe with while I’m biking. Any suggestions?,1,13
23786,Any soul songs that match a happy vibe? I need something to play while I'm vacationing.,1,16
23787,Suggest some chill songs,1,4
23788,Can you give me some ambient recommendations that are great for a soulful midday?,1,14
23789,I'm traveling and looking for something chill. Can you recommend some reggae music?,1,13
23790,I'm feeling a bit adventurous. Can you recommend some R&B music to match the mood?,1,15
23791,Can you recommend some alternative songs that would go perfectly with a romantic exercising?,1,14
23792,I'm looking for some soul music that's perfect for a introspective midday. Any ideas?,1,14
23793,I'm trying to unwind with something nostalgic. Any ambient tracks that can help set the tone?,1,16
23794,Got any country tracks for a introspective evening? I’m just doing yoga and want some good tunes.,1,17
23795,plsase play some inspiring songs,1,5
23796,I’m trying to get into a motivational mood while painting. Any hip-hop songs that’ll help?,1,15
23797,Got any classical tracks for a smooth evening? I’m just meditating and want some good tunes.,1,16
23798,I need something to match my dark mood. Any soul music to help with painting?,1,15
23799,plsase play some dreamy songs,1,5
23800,Any good acoustic tracks to get me in the mood for vacationing during a clear skies morning?,1,17
23801,I'm in the mood for a relaxing afternoon. Any R&B songs for chilling while sipping coffee?,1,16
23802,I'm looking for some alternative music that's perfect for a fun morning. Any ideas?,1,14
23803,I'm in the mood for something dreamy—what jazz tracks should I add to my playlist?,1,15
23804,I'm in the mood for some country. Can you recommend a few tracks to match a peaceful vibe?,1,18
23805,Can you suggest some jazz tunes to set the nostalgic mood for a foggy early morning?,1,16
23806,I'm looking for some jazz music that's perfect for a exciting evening. Any ideas?,1,14
23807,I need a playlist for a smooth studying. Got any metal music to fit that mood?,1,16
23808,Looking for some reggae tunes to vibe with while I’m relaxing. Any suggestions?,1,13
23809,Can you recommend some alternative songs that would go perfectly with a exciting walking?,1,14
23810,I'm in the mood for a relaxing afternoon. Any soul songs for chilling while cleaning?,1,15
23811,I'm in the mood for a relaxing afternoon. Any electronic songs for chilling while cleaning?,1,15
23812,I’m trying to get into a smooth mood while meditating. Any country songs that’ll help?,1,15
